,Top_Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week,Duration,Loudness,Tempo,Tempo_Confidence,Meter,Meter_Confidence,Key,Key_Confidence,Mode,Mode_Confidence
6693,43,Stick To The Status Quo,High School Musical Cast,2,2006-02-11,2006-02-18,268.41333,-7.083,159.98,0.695,4.0,1.0,4.0,0.0,1.0,0.133
6694,5,Stickwitu,The Pussycat Dolls,26,2005-10-22,2006-04-15,207.50667,-6.482,79.983,0.86,4.0,1.0,9.0,0.517,1.0,0.495
6695,91,Still,Tim McGraw,1,2010-05-08,2010-05-08,224.14667,-6.625,173.412,0.122,4.0,0.857,1.0,0.615,1.0,0.648
6696,69,Still Ballin,2Pac ft. Trick Daddy,20,2003-04-05,2003-08-16,169.6,-4.921,99.042,0.422,4.0,1.0,2.0,0.78,1.0,0.393
6697,100,Still Chose You,The Kid LAROI ft. Mustard,1,2021-08-07,2021-08-07,171.42853,-7.112,97.694,0.204,4.0,1.0,5.0,0.0,0.0,0.202
6698,23,Still D.R.E.,Dr. Dre ft. Snoop Dogg,8,2000-02-05,2022-03-12,270.58667,-3.323,93.431,0.871,4.0,1.0,11.0,0.37,1.0,0.439
6699,11,Still Fly,Big Tymers,24,2002-04-13,2002-09-21,335.61334,-3.538,177.928,0.015,4.0,1.0,11.0,0.581,1.0,0.384
6700,69,Still Frame,Trapt,20,2003-11-15,2004-03-27,271.09332,-4.739,113.945,0.398,4.0,0.982,4.0,0.881,1.0,0.589
6701,45,Still Goin Down,Morgan Wallen,8,2020-12-05,2021-02-20,186.29333,-5.078,148.108,0.397,4.0,0.925,7.0,0.485,1.0,0.591
6702,89,Still Got It,Tyga ft. Drake,1,2011-10-29,2011-10-29,224.50667,-6.139,94.63,0.105,4.0,1.0,8.0,0.0,0.0,0.0
6703,66,Still Got Time,Zayn ft. PARTYNEXTDOOR,3,2017-04-15,2017-05-13,188.49084,-6.029,120.963,0.732,4.0,1.0,7.0,0.678,1.0,0.683
6704,40,Still Here,Drake,10,2016-05-21,2016-07-23,189.85333,-9.607,133.938,0.333,3.0,0.641,0.0,0.219,1.0,0.324
6705,56,Still Hood,Lil Baby & Lil Durk,1,2021-06-19,2021-06-19,195.06372,-5.92,137.951,0.333,4.0,1.0,1.0,0.266,1.0,0.381
6706,70,Still In Love,Teena Marie ft. Baby,20,2004-05-29,2004-10-09,256.64,-3.749,79.004,0.062,4.0,0.523,0.0,0.179,1.0,0.308
6707,88,Still In My Heart,Tracie Spencer,3,2000-03-04,2000-03-18,257.24,-6.188,89.913,0.617,4.0,0.892,0.0,0.26,1.0,0.453
6708,24,Still Into You,Paramore,20,2013-04-27,2013-12-07,216.01334,-3.763,136.01,0.952,4.0,1.0,5.0,0.729,1.0,0.548
6709,54,Still On Your Side,BBMak,9,2000-12-30,2001-02-24,230.96,-4.519,85.052,0.116,4.0,1.0,10.0,0.19,1.0,0.192
6710,43,Still Runnin,"Lil Baby, Lil Durk & Meek Mill",3,2021-06-19,2021-07-03,173.41937,-5.616,146.044,0.912,4.0,1.0,2.0,0.463,1.0,0.491
6711,60,Still Tippin',Mike Jones ft. Slim Thug & Paul Wall,13,2005-03-19,2005-06-11,271.05334,-7.131,143.184,0.573,4.0,1.0,6.0,0.808,0.0,0.647
6712,53,Still Trappin',Lil Durk & King Von,12,2021-01-09,2021-03-27,172.18526,-4.969,144.93,0.802,4.0,1.0,5.0,0.069,0.0,0.357
6713,95,Still Will,50 Cent ft. Akon,1,2007-12-15,2007-12-15,223.81332,-5.993,87.784,0.028,4.0,1.0,2.0,0.557,0.0,0.436
6714,33,Stingy,Ginuwine,20,2002-08-03,2002-12-14,259.49332,-6.934,127.132,0.151,4.0,1.0,1.0,0.617,0.0,0.587
6715,8,Stir Fry,Migos,21,2018-01-06,2018-05-26,190.28825,-5.402,181.982,0.213,4.0,1.0,2.0,0.371,1.0,0.267
6716,17,Stitch By Stitch,Javier Colon,2,2011-07-16,2011-07-23,196.32,-6.327,179.955,0.119,4.0,0.995,10.0,0.487,1.0,0.485
6717,4,Stitches,Shawn Mendes,52,2015-06-13,2016-06-04,206.88,-6.684,149.789,0.093,4.0,1.0,1.0,0.195,1.0,0.376
6718,99,Stockholm Syndrome,One Direction,1,2014-12-06,2014-12-06,214.72,-4.959,120.572,0.107,4.0,0.981,2.0,0.545,1.0,0.589
6719,27,Stole,Kelly Rowland,20,2002-09-28,2003-02-08,249.29333,-4.984,79.993,0.335,4.0,1.0,7.0,0.884,0.0,0.777
6720,44,Stolen,Dashboard Confessional,12,2007-04-21,2007-07-07,199.10667,-3.988,101.584,0.133,4.0,1.0,3.0,0.195,1.0,0.438
6721,39,Stolen Dance,Milky Chance,25,2014-08-09,2015-01-24,313.68423,-8.813,114.016,0.726,4.0,1.0,11.0,0.487,1.0,0.453
6722,47,Stoner,Young Thug,15,2014-03-01,2014-06-07,215.69333,-9.358,125.987,0.762,4.0,0.883,11.0,0.475,0.0,0.434
6723,12,Stop And Stare,OneRepublic,31,2007-12-29,2008-07-26,223.85333,-4.274,92.474,0.253,4.0,0.858,4.0,0.479,1.0,0.508
6724,98,Stop Snitching,YG,1,2019-05-11,2019-05-11,,,,,,,,,,
6725,27,Stop Trying To Be God,Travis Scott,2,2018-08-18,2018-08-25,338.43805,-3.738,150.009,0.254,4.0,0.403,4.0,0.15,0.0,0.244
6726,38,Stop! In The Name Of Love / Free Your Mind,Glee Cast,1,2010-11-27,2010-11-27,209.78667,-5.105,119.988,0.839,4.0,0.959,5.0,0.676,0.0,0.733
6727,98,Storm,Lenny Kravitz ft. Jay-Z,1,2004-08-28,2004-08-28,231.77333,-7.405,100.551,0.165,4.0,1.0,1.0,0.232,0.0,0.424
6728,78,Storm Warning,Hunter Hayes,12,2011-11-12,2012-02-18,239.90668,-5.62,185.998,0.125,4.0,1.0,2.0,0.71,1.0,0.65
6729,6,Story Of My Life,One Direction,32,2013-11-16,2014-06-21,245.49333,-5.802,121.07,0.779,4.0,0.992,3.0,0.282,1.0,0.547
6730,73,Straight Out Of Line,Godsmack,8,2003-04-19,2003-06-07,259.13333,-4.719,184.042,0.083,1.0,0.059,7.0,0.628,1.0,0.478
6731,38,Straight Outta Compton,N.W.A,2,2015-09-05,2015-09-12,258.68777,-9.484,102.848,0.924,4.0,1.0,8.0,0.631,1.0,0.567
6732,93,Straight To It,King Von ft. Fivio Foreign,1,2022-03-19,2022-03-19,178.41333,-6.169,139.95,0.606,4.0,0.735,1.0,0.117,1.0,0.362
6733,32,Straight To The Bank,50 Cent,3,2007-05-26,2007-06-09,190.65334,-3.856,179.548,0.162,4.0,1.0,7.0,0.445,1.0,0.405
6734,83,Straight Up,Chante Moore,9,2000-10-28,2000-12-23,220.2,-3.602,100.011,0.955,4.0,1.0,1.0,0.238,1.0,0.074
6735,23,Straightenin,Migos,14,2021-05-29,2021-08-28,255.5321,-5.81,135.976,0.804,4.0,1.0,9.0,0.102,1.0,0.216
6736,16,Stranded (Haiti Mon Amour),"Jay-Z, Bono, The Edge & Rihanna",2,2010-02-06,2010-02-13,215.50667,-16.792,111.098,0.039,3.0,0.283,6.0,0.151,0.0,0.406
6737,76,Strange,Reba,9,2009-06-13,2009-08-08,182.21333,-4.142,174.003,0.393,4.0,0.82,11.0,0.078,1.0,0.409
6738,7,Strange Clouds,B.o.B ft. Lil Wayne,20,2011-10-15,2012-02-25,213.25333,-5.02,85.51,0.166,4.0,1.0,7.0,0.841,1.0,0.786
6739,97,Stranger,Hilary Duff,1,2007-08-04,2007-08-04,250.69333,-3.596,124.032,0.843,4.0,0.984,7.0,0.204,1.0,0.416
6740,10,Stranger In My House,Tamia,21,2001-01-13,2001-06-02,285.38666,-4.905,119.94,0.429,4.0,1.0,0.0,0.05,1.0,0.273
6741,91,Stranger Things,Joyner Lucas & Chris Brown,1,2018-03-17,2018-03-17,219.73334,-5.838,121.978,0.714,4.0,0.984,10.0,0.052,0.0,0.163
6742,100,Strangers,Halsey ft. Lauren Jauregui,1,2017-06-17,2017-06-17,221.20586,-4.724,109.969,0.886,4.0,0.65,11.0,0.43,1.0,0.532
6743,41,Strangers By Nature,Adele,1,2021-12-04,2021-12-04,182.16327,-8.901,68.004,0.034,5.0,0.542,5.0,0.684,1.0,0.639
6744,60,Strawberry Peels,Lil Uzi Vert ft. Young Thug & Gunna,1,2020-03-28,2020-03-28,115.35048,-6.978,131.194,0.746,4.0,1.0,10.0,0.046,0.0,0.269
6745,16,Street Runner,Rod Wave,10,2021-03-27,2021-05-29,252.02136,-8.633,159.933,0.216,4.0,0.883,5.0,0.279,0.0,0.388
6746,64,Streetcorner Symphony,Rob Thomas,20,2006-10-07,2007-02-24,247.82668,-3.892,81.811,0.917,4.0,1.0,1.0,0.588,1.0,0.559
6747,16,Streets,Doja Cat,20,2021-01-23,2021-06-05,226.98666,-8.433,90.035,0.133,4.0,0.959,11.0,0.035,1.0,0.094
6748,69,Stressed,Young Thug With J. Cole & T-Shyne,1,2021-10-30,2021-10-30,220.41261,-10.395,81.021,0.083,4.0,0.975,0.0,0.63,0.0,0.615
6749,2,Stressed Out,twenty one pilots,52,2015-05-16,2016-10-01,202.33333,-5.677,169.977,0.207,4.0,1.0,4.0,0.0,0.0,0.041
6750,68,Stretch You Out,Summer Walker ft. A Boogie Wit da Hoodie,1,2019-10-19,2019-10-19,143.49333,-6.757,103.359,0.033,4.0,1.0,1.0,0.662,0.0,0.643
6751,95,Stricken,Disturbed,3,2005-10-08,2006-01-14,245.22667,-2.825,173.847,0.354,4.0,0.907,8.0,0.714,1.0,0.713
6752,37,Strip,Chris Brown ft. Kevin K-MAC McCall,20,2011-12-10,2012-05-12,167.81332,-4.353,94.982,0.112,4.0,1.0,1.0,0.508,1.0,0.415
6753,30,Strip It Down,Luke Bryan,20,2015-08-08,2016-01-02,241.61333,-3.589,137.961,0.958,4.0,1.0,9.0,0.575,1.0,0.564
6754,91,Strip Me,Natasha Bedingfield,4,2010-11-06,2010-12-25,209.88,-6.095,108.026,0.807,4.0,0.992,4.0,0.28,1.0,0.47
6755,10,Strip That Down,Liam Payne ft. Quavo,28,2017-06-10,2017-12-16,204.50237,-5.484,106.023,0.504,4.0,1.0,6.0,0.421,1.0,0.47
6756,46,Stripes Like Burberry,Future & Lil Uzi Vert,1,2020-11-28,2020-11-28,274.3131,-7.833,144.081,0.071,4.0,1.0,9.0,0.187,0.0,0.348
6757,87,Strong,One Direction,1,2013-12-07,2013-12-07,184.37334,-7.308,115.013,0.719,4.0,1.0,0.0,0.587,1.0,0.564
6758,1,Stronger,Britney Spears,27,2000-12-02,2010-10-16,203.0,-3.957,108.049,0.83,4.0,1.0,11.0,0.336,1.0,0.429
6759,1,Stronger (What Doesn't Kill You),Kelly Clarkson,37,2011-11-12,2012-09-15,221.94667,-4.282,116.044,0.91,4.0,1.0,0.0,0.442,1.0,0.461
6760,84,Stronger Woman,Jewel,10,2008-02-23,2008-05-31,242.69333,-4.097,170.103,0.026,4.0,0.97,2.0,0.847,1.0,0.768
6761,53,Strut,The Cheetah Girls,2,2006-09-09,2006-09-16,198.36,-5.158,120.027,0.728,4.0,0.978,3.0,0.608,0.0,0.491
6762,70,Stubborn Love,The Lumineers,15,2012-12-22,2013-04-06,279.0,-11.679,115.01,0.768,4.0,1.0,0.0,0.43,1.0,0.564
6763,52,Stuck,Stacie Orrico,11,2003-05-17,2003-07-26,221.58667,-3.634,200.566,0.113,4.0,1.0,4.0,0.375,0.0,0.396
6764,62,Stuck In A Dream,Lil Mosey x Gunna,4,2019-10-05,2019-11-30,123.56,-6.445,139.952,0.333,4.0,0.941,10.0,0.392,0.0,0.477
6765,52,Stuck In A Moment You Can't Get Out Of,U2,20,2001-09-29,2002-02-09,271.8,-4.986,158.52,0.344,4.0,0.976,4.0,0.161,1.0,0.435
6766,17,Stuck Like Glue,Sugarland,24,2010-08-14,2011-01-22,247.58667,-4.764,83.961,0.005,4.0,1.0,1.0,0.649,1.0,0.561
6767,43,Stuck On A Feeling,Prince Royce ft. Snoop Dogg,10,2015-01-10,2015-03-14,210.8,-6.286,100.026,0.83,4.0,1.0,1.0,0.487,1.0,0.439
6768,1,Stuck With U,Ariana Grande & Justin Bieber,18,2020-05-23,2020-09-19,228.48213,-6.658,178.765,0.636,3.0,1.0,8.0,0.599,1.0,0.627
6769,38,Studio,ScHoolboy Q ft. BJ The Chicago Kid,20,2014-06-21,2014-11-01,278.06668,-7.776,133.922,0.521,3.0,0.986,8.0,0.66,0.0,0.502
6770,13,Stunt 101,G Unit,18,2003-11-01,2004-02-28,232.22667,-1.439,95.739,0.467,4.0,1.0,6.0,0.0,0.0,0.066
6771,21,Stuntin' Like My Daddy,Birdman & Lil Wayne,20,2006-09-16,2007-01-27,267.29333,-6.648,160.011,0.694,4.0,1.0,5.0,0.369,0.0,0.431
6772,95,Stunting Ain't Nuthin,Gucci Mane ft. Slim Jxmmi & Young Dolph,1,2017-11-04,2017-11-04,316.05334,-5.705,122.993,0.339,4.0,0.995,7.0,0.526,1.0,0.507
6773,54,Stupid Again,Tory Lanez,1,2020-04-25,2020-04-25,174.84834,-4.941,120.059,0.358,4.0,0.911,5.0,0.274,0.0,0.288
6774,40,Stupid Boy,Keith Urban,20,2006-12-23,2012-12-29,376.38666,-7.215,145.884,0.445,4.0,0.877,3.0,0.82,1.0,0.644
6775,87,Stupid Girl,Cold,20,2003-04-19,2003-08-30,189.85333,-4.44,138.807,0.836,3.0,1.0,0.0,0.401,1.0,0.346
6776,13,Stupid Girls,P!nk,16,2006-02-25,2006-06-10,197.17332,-5.045,100.04,0.262,4.0,1.0,4.0,0.733,0.0,0.565
6777,59,Stupid Hoe,Nicki Minaj,5,2012-01-07,2012-03-03,196.89333,-5.941,100.014,0.521,4.0,1.0,7.0,0.376,1.0,0.586
6778,5,Stupid Love,Lady Gaga,10,2020-03-14,2020-06-13,193.53333,-4.296,117.987,0.874,4.0,0.923,8.0,0.673,1.0,0.424
6779,1,Stutter,Joe ft. Mystikal,26,2001-01-06,2010-10-09,213.02667,-6.516,89.989,0.237,4.0,1.0,6.0,0.212,1.0,0.255
6780,6,Style,Taylor Swift,32,2014-11-15,2015-08-01,231.0,-5.572,95.019,0.588,4.0,1.0,2.0,0.062,1.0,0.265
6781,81,Subeme La Radio,"Enrique Iglesias ft. Descemer Bueno, Zion & Lennox Or Sean Paul",9,2017-04-22,2017-08-19,207.68,-3.304,91.011,0.23,4.0,1.0,0.0,0.368,1.0,0.534
6782,17,Successful,Drake ft. Trey Songz & Lil Wayne,18,2009-08-01,2009-11-28,375.05035,-5.065,159.517,0.136,4.0,0.96,8.0,0.424,1.0,0.399
6783,1,Sucker,Jonas Brothers,47,2019-03-16,2020-03-07,181.02667,-5.065,137.958,0.874,4.0,0.89,1.0,0.549,0.0,0.521
6784,15,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",22,2016-07-16,2016-12-10,243.49098,-4.378,169.021,0.088,4.0,0.886,9.0,0.229,0.0,0.455
6785,21,Suddenly I See,KT Tunstall,30,2006-07-29,2007-03-10,201.70667,-5.713,100.38,0.697,4.0,1.0,0.0,0.788,1.0,0.734
6786,33,Suds In The Bucket,Sara Evans,20,2004-08-07,2004-12-18,227.26666,-3.163,161.992,0.955,4.0,0.91,10.0,0.755,1.0,0.634
6787,18,Suffocate,J. Holiday,24,2007-11-24,2008-05-03,220.05333,-8.391,82.82,0.113,5.0,0.725,9.0,0.223,0.0,0.383
6788,7,Suga Suga,Baby Bash ft. Frankie J,33,2003-08-23,2004-04-03,239.02667,-3.041,82.331,0.344,4.0,1.0,5.0,0.691,0.0,0.76
6789,2,Sugar,Flo Rida ft. Wynter,42,2009-04-04,2016-04-30,252.93333,-4.15,130.003,0.765,4.0,1.0,1.0,0.635,1.0,0.484
6790,20,Sugar (Gimme Some),"Trick Daddy ft. Ludacris, Lil' Kim & Cee-Lo",26,2005-01-22,2005-07-16,245.10667,-6.141,120.02,0.879,4.0,1.0,4.0,0.325,0.0,0.274
6791,57,Sugar Wraith,Post Malone,1,2018-05-12,2018-05-12,228.14667,-4.269,164.02,0.229,4.0,1.0,5.0,0.302,0.0,0.441
6792,8,"Sugar, We're Goin' Down",Fall Out Boy,42,2005-07-02,2006-04-15,229.09332,-4.784,162.011,0.728,4.0,1.0,7.0,0.699,1.0,0.651
6793,96,Sugarhigh,Jade Anderson,2,2002-05-25,2002-06-01,,,,,,,,,,
6794,7,Suge,DaBaby,37,2019-04-13,2020-01-18,163.32,-6.482,75.445,0.14,4.0,0.985,2.0,0.005,0.0,0.231
6795,20,Suicidal,YNW Melly & Juice WRLD,20,2019-12-07,2020-04-25,222.99731,-9.682,140.004,0.366,4.0,0.966,9.0,0.796,0.0,0.593
6796,3,Suit & Tie,Justin Timberlake ft. JAY Z,26,2013-01-26,2013-07-20,326.28,-3.799,101.985,0.437,4.0,1.0,11.0,0.452,0.0,0.475
6797,16,Sum 2 Prove,Lil Baby,20,2020-01-25,2020-06-06,205.76045,-7.571,124.011,0.266,4.0,1.0,4.0,0.126,0.0,0.23
6798,7,Summer,Calvin Harris,26,2014-04-05,2018-06-30,222.53333,-3.556,127.949,0.956,4.0,0.396,4.0,0.302,0.0,0.409
6799,100,Summer Days,Martin Garrix ft. Macklemore & Patrick Stump,1,2019-07-06,2019-07-06,163.80481,-6.976,113.778,0.669,4.0,1.0,5.0,0.685,0.0,0.557
6800,28,Summer Games,Drake,2,2018-07-14,2018-07-21,247.89333,-11.269,136.008,0.854,4.0,0.942,1.0,0.066,1.0,0.187
6801,6,Summer Love,Justin Timberlake,20,2007-04-28,2007-09-08,252.97333,-7.228,95.802,0.222,4.0,1.0,0.0,0.879,0.0,0.676
6802,36,Summer Nights,Lil Rob,18,2005-06-25,2012-02-04,269.16,-4.997,81.813,0.498,4.0,1.0,10.0,0.592,0.0,0.497
6803,48,Summer Of Love,Shawn Mendes & Tainy,8,2021-09-04,2021-10-23,184.10431,-4.501,123.988,0.781,4.0,0.989,11.0,0.29,1.0,0.49
6804,80,Summer Rain,Carl Thomas,11,2000-09-23,2000-12-02,232.56,-10.488,186.081,0.113,4.0,0.999,6.0,0.0,0.0,0.232
6805,6,Summer Sixteen,Drake,14,2016-02-20,2016-05-21,202.45058,-7.607,146.274,0.172,4.0,1.0,1.0,0.428,1.0,0.483
6806,34,Summertime,Kenny Chesney,20,2006-04-29,2008-08-23,206.58667,-5.501,167.986,1.0,4.0,1.0,4.0,0.448,1.0,0.45
6807,44,Summertime Magic,Childish Gambino,5,2018-07-28,2018-09-15,213.6,-7.374,100.011,0.196,4.0,1.0,0.0,0.535,1.0,0.504
6808,6,Summertime Sadness,Lana Del Rey & Cedric Gervais,23,2013-07-27,2013-12-28,263.97333,-6.125,111.976,0.715,4.0,0.992,1.0,0.951,0.0,0.826
6809,44,Sun Daze,Florida Georgia Line,20,2014-10-04,2015-03-21,184.70667,-3.783,170.062,0.768,4.0,1.0,4.0,0.48,1.0,0.464
6810,66,Sun Goes Down,Lil Nas X,2,2021-06-05,2021-10-02,168.03406,-6.808,174.041,0.06,4.0,0.85,9.0,0.0,1.0,0.095
6811,88,Suncity,Khalid ft. Empress Of,1,2018-11-03,2018-11-03,229.32,-10.278,97.949,0.731,4.0,0.984,0.0,0.792,0.0,0.768
6812,19,Sunday Best,Surfaces,21,2020-03-14,2020-08-01,158.57143,-6.832,112.022,0.867,4.0,0.665,5.0,0.343,1.0,0.363
6813,31,Sunday Morning,Maroon 5,20,2005-01-08,2005-05-21,243.08,-5.066,87.825,0.541,4.0,1.0,0.0,0.57,1.0,0.444
6814,1,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,53,2018-11-03,2019-11-02,158.04,-5.574,89.911,0.169,4.0,1.0,2.0,0.296,1.0,0.484
6815,39,Sunny And 75,Joe Nichols,20,2013-09-14,2014-01-25,206.94667,-4.422,120.045,0.834,4.0,0.979,0.0,0.272,1.0,0.453
6816,35,"Sunrise, Sunburn, Sunset",Luke Bryan,16,2018-07-14,2018-10-27,216.09348,-2.27,159.958,0.819,4.0,1.0,9.0,0.569,1.0,0.563
6817,2,Sunshine,Lil' Flip ft. Lea,23,2004-06-19,2004-11-20,225.17332,-9.867,93.961,0.272,4.0,1.0,0.0,0.297,1.0,0.393
6818,57,Sunshine & Whiskey,Frankie Ballard,20,2014-07-26,2014-12-06,182.4,-6.794,92.983,0.222,4.0,0.942,9.0,0.705,1.0,0.756
6819,70,Sunshine And Summertime,Faith Hill,10,2006-07-29,2006-09-30,207.17332,-6.489,118.997,0.821,4.0,1.0,1.0,0.837,1.0,0.723
6820,70,Sup Mate,Young Thug ft. Future,1,2019-08-31,2019-08-31,238.02667,-7.951,147.043,0.588,4.0,1.0,1.0,0.585,1.0,0.508
6821,39,Supalonely,BENEE ft. Gus Dapperton,22,2020-03-28,2020-08-22,223.48,-4.689,128.977,0.934,4.0,0.817,7.0,0.36,1.0,0.452
6822,53,Supastars,Migos,1,2018-02-10,2018-02-10,293.1379,-4.383,75.948,0.291,4.0,1.0,1.0,0.52,1.0,0.445
6823,3,Super Bass,Nicki Minaj,39,2011-05-14,2012-02-04,200.01334,-4.357,126.979,0.35,4.0,1.0,11.0,0.625,1.0,0.5
6824,3,Super Gremlin,Kodak Black,26,2021-11-20,2022-05-14,200.54794,-6.634,72.993,0.037,4.0,1.0,2.0,0.052,1.0,0.345
6825,100,Super High,Rick Ross ft. Ne-Yo,1,2010-06-12,2010-06-12,226.49333,-6.637,166.089,0.017,4.0,1.0,4.0,0.675,0.0,0.56
6826,91,Super Trapper,Future,1,2017-03-11,2017-03-11,230.12907,-7.953,150.008,0.773,4.0,0.98,1.0,0.0,1.0,0.0
6827,73,Superheroes,The Script,9,2014-10-04,2014-11-29,245.46667,-4.121,166.996,0.363,4.0,1.0,3.0,0.341,1.0,0.466
6828,15,Superman,Eminem,16,2003-02-01,2011-11-26,350.32,-3.138,130.027,0.739,4.0,1.0,4.0,0.551,0.0,0.506
6829,14,Superman (It's Not Easy),Five For Fighting,35,2001-09-01,2002-04-27,221.69333,-9.303,102.089,0.334,4.0,0.676,0.0,0.666,1.0,0.834
6830,75,Supermarket Flowers,Ed Sheeran,1,2017-03-25,2017-03-25,221.10667,-10.517,89.749,0.0,4.0,0.815,6.0,0.918,1.0,0.819
6831,85,Supernatural Superserious,R.E.M.,1,2008-04-19,2008-04-19,203.88,-2.778,125.079,0.703,4.0,0.851,2.0,0.882,1.0,0.764
6832,10,Superstar,Lupe Fiasco ft. Matthew Santos,20,2007-12-29,2009-11-14,289.0,-6.015,94.812,0.101,4.0,1.0,11.0,0.637,0.0,0.572
6833,82,Superwoman,Alicia Keys,7,2008-09-27,2008-11-08,274.10666,-8.291,161.701,0.059,4.0,1.0,0.0,0.475,1.0,0.394
6834,11,Superwoman Pt. II,Lil' Mo ft. Fabolous,22,2001-03-31,2001-08-25,265.58798,-5.183,95.715,0.475,4.0,1.0,6.0,0.409,0.0,0.51
6835,71,Supplies,Justin Timberlake,2,2018-02-03,2018-02-17,225.6,-6.624,119.993,0.761,4.0,1.0,11.0,0.335,0.0,0.269
6836,24,Sure Be Cool If You Did,Blake Shelton,20,2013-01-26,2013-06-08,215.72,-4.625,136.802,0.48,4.0,0.681,11.0,0.871,1.0,0.653
6837,36,Sure Thing,Miguel,23,2011-03-26,2011-08-27,195.37334,-8.127,81.001,0.447,4.0,1.0,11.0,0.595,0.0,0.513
6838,61,Surf,Young Thug ft. Gunna,1,2019-08-31,2020-02-01,184.09332,-8.053,140.987,0.717,4.0,1.0,0.0,0.632,1.0,0.609
6839,8,Surface Pressure,Jessica Darrow,19,2022-01-08,2022-05-14,202.22667,-8.286,180.088,0.225,4.0,1.0,2.0,0.0,1.0,0.279
6840,90,Surround Sound,JID ft. 21 Savage & Baby Tate,1,2022-01-29,2022-01-29,229.93819,-6.935,76.006,0.091,4.0,1.0,5.0,0.696,1.0,0.683
6841,16,Survival,Eminem,14,2013-10-26,2018-07-21,272.41714,-2.978,176.384,0.127,4.0,0.691,2.0,0.144,1.0,0.154
6842,68,Survivalism,Nine Inch Nails,1,2007-03-31,2007-03-31,262.49332,-5.723,129.983,0.84,4.0,1.0,9.0,0.528,1.0,0.361
6843,2,Survivor,Destiny's Child,20,2001-03-17,2001-07-28,254.02667,-2.027,161.109,0.527,4.0,1.0,1.0,0.398,0.0,0.457
6844,51,Survivor / I Will Survive,Glee Cast,1,2011-12-24,2011-12-24,208.57333,-4.384,128.083,0.851,4.0,0.983,9.0,0.405,0.0,0.361
6845,87,Suspicions,Tim McGraw,5,2008-01-26,2008-02-23,316.97333,-6.182,147.305,0.89,4.0,0.991,0.0,0.554,0.0,0.776
6846,62,Swag Surfin',F.L.Y. (Fast Life Yungstaz),11,2009-05-23,2009-08-01,249.92,-5.663,143.987,0.196,4.0,1.0,11.0,0.296,0.0,0.313
6847,5,Swagga Like Us,Jay-Z & T.I. ft. Kanye West & Lil Wayne,20,2008-09-27,2009-02-07,329.68,-5.031,88.99,0.406,4.0,0.987,4.0,0.023,1.0,0.087
6848,29,Swalla,Jason Derulo ft. Nicki Minaj & Ty Dolla $ign,20,2017-04-08,2017-08-19,216.40857,-3.862,98.064,0.835,4.0,1.0,1.0,0.518,1.0,0.399
6849,26,Swang,Rae Sremmurd,26,2017-01-07,2017-07-01,208.12,-9.319,139.992,0.386,4.0,1.0,8.0,0.969,1.0,0.861
6850,20,Swear It Again,Westlife,20,2000-04-01,2000-08-12,248.24,-7.205,130.071,0.251,4.0,0.974,9.0,0.673,1.0,0.658
6851,48,Sweat,Bow Wow ft. Lil Wayne,1,2011-11-12,2011-11-12,292.70667,-4.53,154.098,0.12,4.0,1.0,8.0,0.098,1.0,0.345
6852,14,Sweater Weather,The Neighbourhood,37,2013-06-22,2014-03-08,240.4,-2.81,124.053,0.396,4.0,0.996,10.0,0.141,1.0,0.275
6853,90,Sweatshirt,Jacob Sartorius,1,2016-07-02,2016-07-02,171.24998,-8.612,95.976,0.206,4.0,1.0,8.0,0.46,1.0,0.468
6854,60,Sweet / I Thought You Wanted To Dance,"Tyler, The Creator ft. Brent Faiyaz & Fana Hues",1,2021-07-10,2021-07-10,588.1391,-4.912,140.223,0.104,4.0,0.793,0.0,0.578,1.0,0.353
6855,88,Sweet And Low,Augustana,1,2008-05-17,2008-05-17,214.06667,-4.455,151.93,0.19,4.0,1.0,11.0,0.541,1.0,0.623
6856,47,Sweet Annie,Zac Brown Band,17,2013-11-02,2014-02-22,278.69333,-7.986,139.977,0.742,4.0,0.584,6.0,1.0,1.0,0.886
6857,10,Sweet But Psycho,Ava Max,35,2018-12-29,2019-08-24,187.43633,-4.719,133.002,0.863,4.0,1.0,1.0,0.88,1.0,0.854
6858,34,Sweet Caroline,Glee Cast,1,2009-11-07,2009-11-07,118.13333,-7.127,124.03,0.504,4.0,0.943,11.0,0.843,1.0,0.736
6859,93,Sweet Creature,Harry Styles,1,2017-05-20,2017-05-20,224.86667,-8.541,104.085,0.229,4.0,1.0,7.0,0.672,1.0,0.847
6860,10,Sweet Dreams,Beyonce,29,2009-08-08,2010-02-20,208.06667,-5.986,121.949,0.729,4.0,1.0,1.0,0.384,1.0,0.395
6861,71,Sweet Little Somethin',Jason Aldean,2,2014-09-20,2014-09-27,204.33333,-4.683,119.975,0.765,4.0,0.709,9.0,0.969,1.0,0.698
6862,89,Sweet Love,Chris Brown,1,2012-05-05,2012-05-05,200.0,-4.622,139.901,0.531,4.0,1.0,4.0,0.212,1.0,0.346
6863,10,Sweet Nothing,Calvin Harris ft. Florence Welch,27,2012-11-03,2013-05-25,212.56,-3.942,127.934,0.755,4.0,1.0,8.0,0.451,0.0,0.525
